fecha,id_usuario,ingreso_mensual,gasto_mensual_total,tasa_ahorro,objetivo_presupuesto,escenario_financiero,puntaje_crediticio,relacion_deuda_ingreso,pago_prestamo,monto_inversion,servicios_suscripcion,fondo_emergencia,cantidad_transacciones,indicador_fraude,gastos_discrecionales,gastos_esenciales,tipo_ingreso,alquiler_o_hipoteca,categoria,estado_flujo_caja,puntaje_recomendacion_financiera,nivel_estres_financiero,ahorro_real,meta_ahorro_cumplida,indice_financiero,perfil_financiero
2022-08-13,1653,3722.49,2286.35,0.28,2814.53,Normal,662.0,0.27,452.87,110.15,7,1156.5,31,0,423.23,2648.21,Salario,750.69,Gastos_hormiga,Positivo,34.6,Bajo,1436.14,0,57.9966376558657,Saludable
2022-09-12,1478,3933.67,2765.44,0.35,2398.01,Inflación,701.0,0.47,630.75,404.94,9,1190.81,83,0,203.72,2116.08,Salario,1644.56,Alimentacion,Positivo,75.0,Bajo,1168.23,0,54.543810864148284,Estable
2022-10-12,1076,4370.73,3079.32,0.07,2727.35,Inflación,666.0,0.41,514.49,384.74,1,578.11,56,0,461.07,1670.01,Mixto,1388.1,Alimentacion,Positivo,96.1,Medio,1291.41,0,42.633525176856665,En riesgo
2022-11-11,1320,3540.69,3548.21,0.24,3392.41,Normal,659.0,0.58,371.17,777.61,4,1229.07,47,0,658.15,2571.65,Salario,1147.27,Gastos_hormiga,Positivo,52.2,Bajo,0.0,0,44.889789545847336,En riesgo
2022-12-11,1770,3817.0,2548.79,0.3,3031.17,Normal,633.0,0.48,595.15,479.36,6,740.18,76,0,420.69,2180.73,Salario,1504.34,Inversiones,Positivo,76.9,Bajo,1268.21,0,51.014937145634924,En observación
2023-01-10,1165,3229.95,2785.75,0.25,2757.98,Inflación,628.0,0.56,259.25,449.76,4,934.02,26,0,647.72,1184.36,Salario,1162.68,Salud,Positivo,88.8,Medio,444.2,0,46.587298308728485,En riesgo
2023-02-09,1495,4443.44,2473.52,0.11,2736.95,Normal,745.0,0.25,517.92,250.67,1,1105.12,46,0,467.96,3215.62,Independiente,1309.87,Educacion,Positivo,51.0,Bajo,1969.92,0,51.06141384665681,En observación
2023-03-11,1631,3368.23,1973.33,0.37,3275.73,Inflación,687.0,0.32,601.02,430.47,6,564.43,84,0,588.08,2288.13,Salario,727.86,Educacion,Positivo,51.3,Bajo,1394.9,0,59.64152254011958,Saludable
2023-04-10,1189,1520.17,3569.25,0.24,3486.67,Normal,666.0,0.3,525.97,112.3,2,1098.02,32,0,304.33,2501.11,Salario,1384.12,Gastos_hormiga,Neutral,66.7,Bajo,0.0,0,46.43093245702273,En riesgo
2023-05-10,1466,4167.25,3827.03,0.2,2226.77,Normal,668.0,0.44,298.74,170.87,8,1136.96,97,0,337.55,2896.32,Mixto,1481.89,Otros,Negativo,81.9,Medio,340.22,0,42.324601269070584,En riesgo
2023-06-09,1205,6335.87,2852.62,0.09,2414.7,Normal,620.0,0.12,401.83,289.67,5,0.0,28,0,738.65,1884.42,Independiente,1154.75,Inversiones,Positivo,33.6,Bajo,3483.25,1,55.72222649817353,Estable
2023-07-09,1465,3947.97,3503.65,0.16,3010.65,Normal,664.0,0.3,242.14,147.58,5,198.02,59,0,711.65,1320.08,Salario,855.14,Salud,Positivo,56.6,Bajo,444.32,0,47.35503875434118,En observación
2023-08-08,1171,3587.21,3986.1,0.34,2110.84,Recesión,664.0,0.31,368.31,318.1,2,1086.62,49,0,845.3,1944.1,Salario,1380.23,Servicios,Positivo,46.9,Bajo,0.0,0,56.32166008226215,Estable
2023-09-07,1806,4731.32,3076.65,0.05,2563.7,Normal,656.0,0.53,717.88,55.22,2,701.13,55,0,497.23,2412.47,Salario,1038.04,Salud,Positivo,61.9,Medio,1654.67,0,33.96928600845392,Crítico
2023-10-07,1927,4096.16,1338.47,0.25,2767.26,Recesión,654.0,0.47,550.47,405.9,8,602.69,99,0,432.5,2397.42,Salario,1323.8,Salud,Positivo,80.8,Bajo,2757.69,0,51.313286142599324,En observación
2023-11-06,1492,4878.89,3662.04,0.35,2757.33,Normal,672.0,0.51,756.85,727.19,4,1055.98,95,0,757.55,1119.4,Salario,1139.55,Salud,Positivo,18.0,Bajo,1216.85,0,54.556393727545654,Estable
2019-01-01,1547,4486.64,3309.16,0.4,2662.39,Inflación,625.0,0.59,894.23,349.4,3,1227.33,37,0,721.19,2475.47,Mixto,1374.43,Vivienda,Positivo,95.4,Medio,1177.48,0,49.96898522497985,En observación
2019-01-31,1676,4599.9,3836.31,0.07,2807.84,Inflación,697.0,0.46,408.28,725.24,7,1307.79,60,0,660.72,1681.83,Salario,1987.73,Otros,Negativo,22.9,Medio,763.59,0,39.051491773335286,Crítico
2019-03-02,1239,3062.79,3741.42,0.26,3332.33,Inflación,658.0,0.4,433.57,317.36,6,620.82,84,0,396.67,2563.9,Salario,958.89,Educacion,Positivo,45.4,Alto,0.0,0,46.02358524420571,En riesgo
2019-04-01,1565,5343.14,4027.64,0.23,2507.22,Inflación,638.0,0.38,347.59,451.7,3,567.77,93,0,742.87,2179.51,Independiente,1144.61,Alimentacion,Positivo,13.7,Medio,1315.5,0,49.90326078874738,En observación
2019-05-01,1044,2521.68,2609.7,0.29,2671.84,Recesión,703.0,0.57,435.22,57.4,5,1015.37,92,0,459.74,1822.51,Salario,1945.39,Gastos_hormiga,Positivo,69.9,Alto,0.0,0,42.220785872244264,En riesgo
2019-05-31,1663,3016.72,2316.85,0.13,2492.47,Recesión,686.0,0.15,714.47,598.04,3,781.78,36,0,707.18,3208.11,Salario,1825.61,Transporte,Positivo,5.3,Bajo,699.87,0,51.2566120759956,En observación
2019-06-30,1406,2645.91,2565.6,0.38,3349.85,Normal,633.0,0.47,783.79,0.0,5,1206.03,80,0,180.92,2004.75,Salario,1284.73,Servicios,Neutral,25.4,Bajo,80.31,0,50.47468662129186,En observación
2019-07-30,1240,6113.33,3186.95,0.22,3167.62,Normal,631.0,0.41,703.74,337.84,9,1077.63,82,0,403.34,1748.72,Salario,1432.72,Ocio,Positivo,91.8,Medio,2926.38,0,51.56186289928594,En observación
2019-08-29,1402,4043.37,2346.07,0.3,3538.39,Recesión,750.0,0.28,359.93,456.42,2,1183.11,72,0,959.91,3014.02,Independiente,960.56,Inversiones,Positivo,47.1,Bajo,1697.3,0,59.37420589436363,Saludable
2019-09-28,1418,3739.5,3502.33,0.07,3396.07,Normal,686.0,0.56,531.18,284.02,8,1634.17,80,0,1132.61,1867.51,Salario,1128.93,Educacion,Positivo,11.3,Bajo,237.17,0,32.6988709845723,Crítico
2019-10-28,1420,3563.44,2817.55,0.11,2081.65,Normal,679.0,0.25,441.65,948.25,4,1283.94,51,0,644.79,2628.73,Salario,2358.42,Educacion,Positivo,19.3,Medio,745.89,0,50.99738562156697,En observación
2019-11-27,1784,5377.21,2401.51,0.37,2279.68,Normal,728.0,0.15,383.67,549.86,6,720.75,72,0,654.34,2888.06,Salario,1485.74,Vivienda,Positivo,98.4,Alto,2975.7,1,69.98357012975329,Excelente
2019-12-27,1005,4862.26,3358.43,0.12,2524.54,Normal,655.0,0.48,329.87,7.55,4,597.37,21,0,833.07,2772.01,Salario,1769.22,Alimentacion,Neutral,31.9,Bajo,1503.83,0,36.40467843569148,Crítico
2020-01-26,1354,3915.46,989.71,0.28,2528.49,Normal,652.0,0.17,497.58,507.24,4,703.28,48,0,587.58,3454.97,Salario,1319.73,Salud,Positivo,24.3,Medio,2925.75,1,65.70053154541692,Excelente
2020-02-25,1896,4503.57,3132.76,0.06,3073.21,Normal,645.0,0.34,539.49,379.39,7,435.69,46,0,709.61,1000.0,Salario,1388.84,Alimentacion,Positivo,76.5,Bajo,1370.81,0,42.867898790605466,En riesgo
2020-03-26,1227,4403.12,3012.03,0.13,2354.84,Normal,709.0,0.42,288.83,771.88,8,725.96,90,0,477.07,1876.96,Salario,912.6,Salud,Positivo,39.3,Bajo,1391.09,0,48.07040043561702,En observación
2020-04-25,1731,3227.23,2309.79,0.13,2406.41,Normal,676.0,0.23,578.54,824.93,3,834.48,66,0,481.87,2016.05,Salario,1035.85,Otros,Negativo,15.7,Medio,917.44,0,52.23403902311367,En observación
2020-05-25,1528,7407.94,3827.42,0.33,2285.17,Recesión,665.0,0.17,639.83,322.43,2,1430.18,27,0,948.02,2056.56,Salario,1663.48,Vivienda,Positivo,51.7,Bajo,3580.52,1,68.19737994030959,Excelente
2020-06-24,1638,3997.97,3632.41,0.33,3299.65,Normal,639.0,0.16,518.24,566.79,8,217.5,27,1,333.82,2421.35,Independiente,1128.94,Alimentacion,Positivo,36.8,Bajo,365.56,0,60.90676240412684,Saludable
2020-07-24,1585,4290.08,2377.93,0.26,2392.0,Normal,629.0,0.49,544.02,384.6,7,1513.32,99,0,509.14,1336.85,Salario,335.26,Educacion,Positivo,39.2,Bajo,1912.15,0,53.846439629610316,Estable
2020-08-23,1713,4390.52,2432.35,0.35,3043.7,Recesión,675.0,0.59,526.76,602.44,4,921.14,77,0,651.46,2447.35,Mixto,1921.79,Otros,Positivo,2.7,Alto,1958.17,0,50.8521641158204,En observación
2020-09-22,1435,4698.3,2311.56,0.3,3428.0,Recesión,702.0,0.37,321.82,15.84,7,992.37,38,1,608.14,2206.01,Salario,1094.37,Ocio,Positivo,15.8,Medio,2386.74,0,55.649784306506284,Estable
2020-10-22,1151,5968.09,3212.68,0.36,1981.46,Normal,628.0,0.4,445.71,75.14,1,440.03,45,0,705.98,1524.53,Salario,1430.64,Ocio,Positivo,64.8,Medio,2755.41,1,58.402784034408995,Saludable
2020-11-21,1572,3055.95,2485.39,0.37,3263.54,Normal,683.0,0.19,403.02,565.46,4,0.0,88,0,244.48,1173.67,Salario,1707.92,Servicios,Positivo,27.8,Medio,570.56,0,64.01367460056247,Excelente
2020-12-21,1018,2813.99,4880.48,0.38,2674.59,Inflación,719.0,0.56,708.79,0.0,4,1634.62,49,0,378.78,1724.99,Salario,927.52,Transporte,Positivo,15.1,Alto,0.0,0,45.98892419008518,En riesgo
2021-01-20,1656,4241.75,2629.51,0.2,2342.29,Normal,585.0,0.3,784.3,456.01,2,512.51,77,0,133.01,1629.29,Salario,612.74,Ocio,Negativo,42.7,Medio,1612.24,0,52.65327147386298,Estable
2021-02-19,1745,4120.29,3378.35,0.26,3322.68,Normal,728.0,0.56,579.47,45.68,4,1864.7,22,0,294.74,1463.02,Salario,1284.47,Otros,Positivo,71.9,Bajo,741.94,0,47.70336504290217,En observación
2021-03-21,1296,3650.96,4767.37,0.15,3405.03,Recesión,657.0,0.22,657.85,438.45,6,730.31,89,0,528.56,1347.37,Salario,1990.06,Ocio,Positivo,90.5,Alto,0.0,0,45.652604449674286,En riesgo
2021-04-20,1989,3970.05,1029.22,0.19,3863.85,Normal,706.0,0.27,387.07,750.56,8,657.88,62,0,561.13,1806.79,Salario,1107.69,Salud,Positivo,70.3,Medio,2940.83,0,57.973756683313105,Saludable
2021-05-20,1533,4845.09,3014.68,0.39,2727.51,Normal,727.0,0.38,853.23,459.05,9,1105.21,79,0,803.94,1677.34,Mixto,1198.73,Salud,Negativo,80.0,Bajo,1830.41,0,56.72643985574585,Estable
2021-06-19,1357,4631.16,3209.93,0.26,3323.56,Normal,660.0,0.36,252.19,623.3,6,1044.59,32,0,279.49,1364.2,Salario,1515.69,Otros,Negativo,53.4,Bajo,1421.23,0,56.693067456948654,Estable
2021-07-19,1721,4914.54,2719.67,0.28,3018.73,Inflación,680.0,0.32,346.17,352.42,6,198.65,30,0,431.09,3028.09,Independiente,1216.87,Gastos_hormiga,Neutral,27.4,Alto,2194.87,0,53.703628507773004,Estable
2021-08-18,1408,3874.63,3996.49,0.27,3644.35,Inflación,718.0,0.47,921.48,331.95,6,1723.08,59,0,296.01,2314.92,Salario,1702.48,Otros,Neutral,76.1,Bajo,0.0,0,45.63930686634757,En riesgo
2021-09-17,1378,4823.2,1341.46,0.4,3027.9,Normal,684.0,0.5,398.95,222.28,5,859.5,57,0,472.96,1275.9,Salario,1667.87,Otros,Neutral,77.4,Alto,3481.74,1,61.32435709483821,Saludable
2021-10-17,1449,2135.71,3858.22,0.34,2027.83,Inflación,664.0,0.5,853.21,382.18,2,1095.72,67,0,0.0,3160.49,Salario,1005.66,Transporte,Positivo,55.2,Bajo,0.0,0,48.40598681490422,En observación
2021-11-16,1164,3935.93,3685.76,0.22,2010.51,Inflación,666.0,0.41,534.66,230.57,9,951.64,76,0,707.43,2719.58,Mixto,1565.65,Alimentacion,Negativo,79.7,Bajo,250.17,0,41.54024912286685,En riesgo
2021-12-16,1246,2418.36,3419.83,0.06,2168.44,Recesión,732.0,0.39,567.08,247.48,3,691.26,61,0,430.75,2242.03,Salario,636.46,Inversiones,Positivo,61.6,Medio,0.0,0,37.52612499796217,Crítico
2022-01-15,1609,3090.57,1936.15,0.38,2964.43,Normal,701.0,0.55,295.6,269.48,3,890.65,44,0,561.77,2419.58,Independiente,1226.48,Ocio,Neutral,70.9,Bajo,1154.42,0,51.974254792203865,En observación
2022-02-14,1858,3583.16,2122.85,0.12,2385.76,Normal,689.0,0.11,226.63,614.93,5,431.69,48,0,7.49,2300.71,Salario,1241.98,Alimentacion,Positivo,87.6,Medio,1460.31,0,59.25692355444663,Saludable
2022-03-16,1622,4393.93,2663.01,0.26,3347.42,Normal,752.0,0.32,252.74,595.99,4,1687.05,63,0,419.17,2342.22,Independiente,1178.43,Servicios,Positivo,85.1,Bajo,1730.92,0,61.545828029305895,Saludable
2022-04-15,1547,3915.09,4250.09,0.28,2646.59,Normal,670.0,0.17,580.52,1263.27,4,204.75,52,1,622.53,3498.82,Independiente,1418.09,Otros,Positivo,37.2,Bajo,0.0,0,58.99093069943751,Saludable
2022-05-15,1239,3866.1,1741.07,0.24,2710.75,Normal,747.0,0.31,959.41,257.17,8,1071.48,60,0,319.87,1967.62,Salario,1082.27,Ocio,Positivo,7.3,Alto,2125.03,0,53.91950762277245,Estable
2022-06-14,1247,3898.21,2392.11,0.14,2767.35,Normal,744.0,0.57,788.09,274.69,9,1988.35,39,0,423.46,2125.05,Independiente,1161.74,Gastos_hormiga,Positivo,64.3,Bajo,1506.1,0,41.53178164524593,En riesgo
2022-07-14,1140,2307.32,3430.4,0.39,2694.47,Normal,660.0,0.39,169.25,376.81,8,52.14,24,0,468.83,1967.33,Salario,1999.95,Gastos_hormiga,Positivo,46.6,Bajo,0.0,0,52.2809497663074,En observación
2022-08-13,1976,3740.2,3819.23,0.19,2758.61,Normal,708.0,0.55,236.61,193.93,4,99.32,99,0,540.78,2196.72,Salario,1521.5,Gastos_hormiga,Positivo,96.8,Bajo,0.0,0,37.9607025271985,Crítico
2022-09-12,1144,4462.25,2370.17,0.31,2807.24,Inflación,719.0,0.55,588.98,418.5,7,1304.48,62,0,215.77,1000.0,Independiente,1241.8,Inversiones,Negativo,60.2,Bajo,2092.08,0,52.58840462142966,Estable
2022-10-12,1169,3837.53,3323.27,0.14,2631.73,Recesión,713.0,0.54,223.62,882.07,3,490.95,57,0,740.68,1901.04,Salario,822.84,Servicios,Positivo,32.3,Medio,514.26,0,42.842170749274025,En riesgo
2022-11-11,1634,3618.52,2967.77,0.22,2755.62,Normal,628.0,0.52,343.49,566.83,3,1138.39,97,0,107.12,2406.85,Salario,1811.99,Inversiones,Neutral,54.2,Bajo,650.75,0,47.70602095486665,En observación
2022-12-11,1955,3965.61,3553.64,0.24,1842.76,Normal,712.0,0.48,776.36,348.41,1,1315.35,93,0,257.14,1768.1,Salario,801.22,Vivienda,Negativo,99.7,Medio,411.97,0,46.28226883854268,En riesgo
2023-01-10,1125,2571.2,1668.93,0.13,2859.96,Normal,701.0,0.15,158.47,531.78,2,1756.77,92,0,729.18,1638.63,Independiente,1284.45,Transporte,Negativo,19.9,Alto,902.27,0,56.344462127517005,Estable
2023-02-09,1267,5355.14,3941.51,0.19,2383.42,Inflación,617.0,0.53,569.28,186.87,1,953.52,27,0,311.56,2267.19,Salario,1172.09,Transporte,Neutral,17.4,Bajo,1413.63,0,42.895210478624286,En riesgo
2023-03-11,1355,3672.37,2695.32,0.32,2128.41,Normal,676.0,0.49,602.53,765.09,4,720.51,61,0,550.74,1000.0,Salario,1653.78,Servicios,Positivo,5.8,Medio,977.05,0,53.29821670809754,Estable
2023-04-10,1993,4202.08,2339.61,0.14,2285.78,Normal,663.0,0.56,173.6,284.31,7,1681.7,66,0,602.42,2044.31,Mixto,1242.09,Otros,Positivo,14.9,Medio,1862.47,0,44.04026881748689,En riesgo
2023-05-10,1789,2656.36,3548.7,0.15,3014.84,Normal,693.0,0.56,608.0,877.3,2,925.43,44,0,526.27,1709.68,Salario,1667.17,Otros,Positivo,37.5,Bajo,0.0,0,39.55064147849984,Crítico
2023-06-09,1415,3142.27,3718.34,0.05,2967.22,Recesión,691.0,0.52,840.2,270.62,6,1129.55,53,0,292.66,1947.45,Salario,356.25,Educacion,Positivo,2.5,Bajo,0.0,0,33.64025028935435,Crítico
2023-07-09,1584,3614.02,4034.21,0.21,2963.34,Inflación,766.0,0.13,181.87,687.02,3,1434.48,62,0,637.82,4245.9,Salario,1470.3,Alimentacion,Positivo,4.9,Medio,0.0,0,57.63181680868322,Saludable
2023-08-08,1791,2779.88,2458.82,0.26,2574.65,Normal,703.0,0.32,632.17,421.24,6,909.8,96,0,177.98,2107.03,Salario,300.0,Gastos_hormiga,Positivo,76.6,Alto,321.06,0,54.39727691978668,Estable
2023-09-07,1808,4901.9,2474.57,0.33,3290.84,Normal,702.0,0.14,624.75,139.26,9,1022.56,60,0,397.56,2317.35,Salario,1336.84,Transporte,Positivo,38.4,Alto,2427.33,0,64.5030895269874,Excelente
2023-10-07,1743,5524.03,3049.45,0.19,2638.43,Normal,694.0,0.16,347.43,336.43,6,1386.71,59,0,606.53,2229.71,Salario,2146.0,Servicios,Positivo,88.1,Medio,2474.58,0,58.998427895835334,Saludable
2023-11-06,1013,3254.2,2740.0,0.16,2253.54,Recesión,602.0,0.21,681.61,537.53,8,886.88,97,0,477.01,1921.14,Mixto,1299.95,Servicios,Neutral,9.1,Bajo,514.2,0,51.51624230411683,En observación
2019-01-01,1217,3649.63,1594.93,0.16,3263.3,Normal,595.0,0.11,336.61,669.47,7,1181.88,23,0,439.21,1000.0,Salario,1172.35,Alimentacion,Positivo,46.2,Alto,2054.7,0,63.16418562434845,Excelente
2019-01-31,1595,2884.93,2684.8,0.36,2735.89,Inflación,719.0,0.5,651.87,227.65,4,1642.47,48,0,840.95,2479.87,Independiente,1753.49,Otros,Positivo,83.3,Bajo,200.13,0,49.70654752554418,En observación
2019-03-02,1606,4103.22,3408.33,0.28,2797.94,Normal,649.0,0.44,571.92,543.43,3,1782.3,36,0,351.47,1366.01,Salario,1442.99,Alimentacion,Positivo,9.9,Bajo,694.89,0,56.19319090071617,Estable
2019-04-01,1634,4768.91,1688.52,0.25,2566.43,Normal,741.0,0.34,325.55,431.18,8,803.24,95,0,710.79,1137.22,Salario,1376.58,Transporte,Neutral,53.2,Bajo,3080.39,1,59.2947605197821,Saludable
2019-05-01,1744,3181.97,2445.07,0.19,2846.89,Normal,807.0,0.17,528.21,468.68,9,360.85,50,0,663.21,1000.0,Salario,1290.06,Servicios,Neutral,96.5,Bajo,736.9,0,53.359292305369664,Estable
2019-05-31,1289,4551.4,3540.8,0.09,3929.6,Normal,639.0,0.29,789.04,523.47,6,1074.86,85,0,488.86,1996.04,Independiente,1359.26,Vivienda,Positivo,99.0,Bajo,1010.6,0,45.9787667755102,En riesgo
2019-06-30,1404,3435.79,1787.69,0.24,3565.88,Inflación,752.0,0.19,516.25,408.05,2,1792.07,56,0,154.07,1991.48,Mixto,1129.81,Servicios,Negativo,27.4,Bajo,1648.1,0,62.98458038287935,Excelente
2019-07-30,1790,4064.85,3149.12,0.29,3156.36,Normal,622.0,0.53,453.53,109.62,2,717.83,90,0,670.31,1825.0,Salario,959.12,Otros,Neutral,46.8,Alto,915.73,0,45.22657840548423,En riesgo
2019-08-29,1330,3337.68,3131.63,0.32,2633.47,Recesión,708.0,0.22,565.56,347.21,9,1009.97,79,0,439.11,2319.7,Salario,1200.3,Transporte,Positivo,9.4,Medio,206.05,0,58.240779136414595,Saludable
2019-09-28,1000,3374.92,4718.17,0.38,3863.29,Inflación,677.0,0.36,527.88,402.65,8,1110.1,61,0,456.4,2245.69,Independiente,1521.3,Gastos_hormiga,Negativo,31.7,Bajo,0.0,0,51.29374536091673,En observación
2019-10-28,1442,5648.53,4100.86,0.24,2741.21,Inflación,721.0,0.27,362.03,325.6,3,1037.32,49,0,551.62,2644.91,Independiente,1671.27,Salud,Neutral,69.9,Bajo,1547.67,0,54.59431817055529,Estable
2019-11-27,1556,5018.91,3206.89,0.05,3687.43,Normal,629.0,0.53,499.13,298.47,3,1105.21,61,0,562.41,3039.23,Salario,1529.72,Otros,Positivo,57.6,Alto,1812.02,0,35.79005477176509,Crítico
2019-12-27,1190,3459.71,3007.72,0.27,2128.75,Normal,674.0,0.5,311.31,0.0,7,1775.81,80,0,439.2,2412.54,Salario,850.78,Transporte,Positivo,57.4,Bajo,451.99,0,48.82354365506766,En observación
2020-01-26,1042,6256.88,4736.42,0.38,2677.07,Normal,634.0,0.49,972.68,177.41,7,424.52,34,0,710.08,1759.63,Salario,982.62,Alimentacion,Positivo,46.1,Bajo,1520.46,0,48.88806545294858,En observación
2020-02-25,1980,5411.25,2735.63,0.22,2999.41,Recesión,728.0,0.3,422.93,224.21,7,798.53,32,0,444.74,2285.16,Salario,2025.0,Servicios,Positivo,83.2,Bajo,2675.62,0,54.53127288034688,Estable
2020-03-26,1798,1818.94,2323.98,0.18,3037.3,Normal,686.0,0.5,335.67,674.57,7,1161.2,45,0,295.75,2342.52,Independiente,1432.9,Gastos_hormiga,Positivo,91.1,Bajo,0.0,0,43.695473595311746,En riesgo
2020-04-25,1647,5174.97,3141.27,0.27,2379.14,Recesión,686.0,0.25,262.04,301.27,1,437.83,82,0,460.93,3113.47,Salario,1461.15,Salud,Positivo,50.5,Alto,2033.7,0,57.296465225190296,Saludable
2020-05-25,1811,2473.08,2430.52,0.38,3160.06,Normal,615.0,0.56,381.69,559.53,8,227.19,95,0,619.72,1550.85,Salario,1091.69,Servicios,Positivo,29.5,Medio,42.56,0,48.443136353326636,En observación
2020-06-24,1078,5640.42,3730.16,0.28,3145.3,Normal,692.0,0.29,363.17,729.6,6,1088.89,36,0,582.11,2198.75,Salario,833.25,Otros,Neutral,89.5,Bajo,1910.26,0,60.780839299297135,Saludable
2020-07-24,1568,3900.79,2234.91,0.38,2803.2,Normal,716.0,0.13,532.42,783.78,1,402.51,38,0,491.3,1270.7,Salario,1344.26,Salud,Neutral,23.8,Medio,1665.88,0,70.83059311258958,Excelente
2020-08-23,1772,4044.47,2076.49,0.22,2375.21,Normal,740.0,0.12,413.36,20.9,8,1162.56,39,0,317.81,1753.23,Salario,1094.21,Educacion,Neutral,43.3,Bajo,1967.98,0,60.80922658377552,Saludable
2020-09-22,1384,3441.08,2433.06,0.12,2423.31,Normal,668.0,0.11,484.03,220.58,5,1276.51,22,0,193.29,2597.37,Salario,1275.9,Ocio,Negativo,90.4,Bajo,1008.02,0,54.47409327858208,Estable
2020-10-22,1146,3310.43,2611.92,0.3,2468.87,Inflación,670.0,0.32,702.11,551.23,9,342.59,62,0,287.87,1988.78,Independiente,1616.7,Servicios,Neutral,4.7,Medio,698.51,0,52.74739013189956,Estable
2020-11-21,1790,4449.06,3172.93,0.31,3056.07,Normal,649.0,0.22,640.22,488.72,5,220.03,37,0,330.64,1430.24,Mixto,1451.3,Transporte,Positivo,78.9,Bajo,1276.13,0,61.047681944675,Saludable
2020-12-21,1922,4979.17,1483.44,0.26,2324.15,Recesión,707.0,0.19,689.15,392.05,5,462.23,24,0,601.34,1123.95,Independiente,1063.24,Educacion,Negativo,8.0,Medio,3495.73,1,62.6075046728298,Excelente
2021-01-20,1729,2223.77,1831.22,0.4,2779.55,Normal,602.0,0.45,519.0,238.4,8,755.98,98,0,662.48,2465.43,Mixto,1048.17,Vivienda,Negativo,33.6,Medio,392.55,0,50.46317742719251,En observación
2021-02-19,1748,3784.07,2548.07,0.39,2452.14,Recesión,703.0,0.55,944.88,108.83,1,866.83,55,0,529.71,3712.09,Mixto,1633.96,Inversiones,Positivo,19.1,Bajo,1236.0,0,48.441842165498734,En observación
2021-03-21,1198,4544.68,3178.58,0.38,2807.31,Recesión,671.0,0.47,521.69,560.04,6,727.37,68,0,301.9,1646.0,Salario,1030.8,Gastos_hormiga,Negativo,91.8,Medio,1366.1,0,55.78309278486982,Estable
2021-04-20,1519,2597.03,4030.72,0.35,2296.27,Normal,772.0,0.22,574.15,332.43,2,1070.81,78,0,525.81,2011.39,Salario,1209.59,Vivienda,Neutral,18.3,Medio,0.0,0,57.75911071058171,Saludable
2021-05-20,1929,2557.58,3116.78,0.06,2115.26,Recesión,685.0,0.47,517.01,371.61,2,1223.64,33,0,647.54,2443.87,Salario,1127.09,Educacion,Neutral,37.2,Bajo,0.0,0,36.098224026663864,Crítico
2021-06-19,1128,2943.7,2116.94,0.12,2877.6,Inflación,703.0,0.6,516.48,808.93,2,322.87,74,0,925.69,1648.02,Salario,1104.56,Educacion,Positivo,51.5,Medio,826.76,0,37.02851255884622,Crítico
2021-07-19,1499,2018.05,3643.42,0.26,2439.22,Normal,747.0,0.23,342.92,69.41,9,1418.83,49,0,745.89,2116.14,Independiente,1009.84,Ocio,Positivo,91.7,Bajo,0.0,0,51.55525148322356,En observación
2021-08-18,1085,1269.43,1948.39,0.1,2676.06,Recesión,720.0,0.39,500.71,14.84,4,592.81,79,0,531.18,2666.9,Salario,1210.15,Otros,Negativo,99.9,Bajo,0.0,0,34.61450844257707,Crítico
2021-09-17,1623,5850.03,3600.78,0.34,3021.81,Inflación,640.0,0.21,0.76,0.0,5,557.92,66,0,268.55,2139.14,Salario,1292.33,Servicios,Positivo,60.9,Bajo,2249.25,0,65.05193297833239,Excelente
2021-10-17,1094,3195.04,1609.11,0.38,3121.99,Normal,655.0,0.55,607.57,245.19,2,480.94,43,0,277.54,1861.17,Salario,1056.35,Transporte,Negativo,62.5,Alto,1585.93,0,50.441821071826254,En observación
2021-11-16,1898,3535.09,4714.95,0.14,3236.71,Normal,657.0,0.25,719.36,628.42,6,1078.83,35,0,351.95,2341.1,Salario,951.21,Gastos_hormiga,Neutral,36.1,Bajo,0.0,0,46.90838407132841,En observación
2021-12-16,1836,4883.1,2953.04,0.33,2662.07,Normal,702.0,0.55,567.79,782.52,4,1218.23,73,0,496.18,2411.39,Salario,1324.95,Servicios,Positivo,45.0,Alto,1930.06,0,53.78512355977685,Estable
2022-01-15,1435,2723.47,4130.9,0.22,3608.46,Normal,726.0,0.52,734.25,378.09,1,466.61,65,0,536.18,2159.88,Independiente,1990.13,Transporte,Positivo,11.5,Alto,0.0,0,36.02339934474782,Crítico
2022-02-14,1153,3857.32,2987.43,0.36,1991.53,Normal,665.0,0.44,743.16,444.38,7,982.22,92,0,474.4,1547.33,Salario,971.23,Salud,Neutral,8.9,Bajo,869.89,0,54.03906893343711,Estable
2022-03-16,1362,1762.91,2523.27,0.17,3078.71,Normal,719.0,0.36,626.41,578.41,3,862.23,47,0,471.16,2694.49,Salario,467.95,Gastos_hormiga,Negativo,67.5,Medio,0.0,0,43.481534034485726,En riesgo
2022-04-15,1486,4595.14,1833.89,0.08,2525.23,Normal,634.0,0.38,436.57,209.76,2,1822.99,43,0,1049.52,3700.56,Salario,1568.42,Servicios,Positivo,38.8,Alto,2761.25,1,46.29305531997207,En riesgo
2022-05-15,1194,4139.34,2785.84,0.07,3251.07,Normal,687.0,0.58,700.75,637.71,7,98.69,67,0,212.06,1940.04,Salario,1460.32,Gastos_hormiga,Positivo,54.6,Medio,1353.5,0,34.60050527980438,Crítico
